Hospitals Name,Hospital Address,Pincode,website,City,Category,Founded,Number,Email,Other Email,Other Email.1,Verified_Emails,Secondary_Emails,Other contact,Other contact.1,Other contact.2,Other contact.3, , .1, .2, .3, .4,clean_phone,clean_email
K. V. G Medical College Hospital Blood Bank,"Road, Kurunjibhag, Jarathadka, Sullia, Karnataka 574327",574327,,Karnataka, Blood Banks,,082572 33408,kvgiahs2018@gmail.com,,,,sarkar6534@gmail.com,+91-7353756006,+91-9731071846,9343719508,,,,,,,,kvgiahs2018@gmail.com
MCGANN Hospital Blood Bank,"McGann Hospital, Veera Rani Keladi Chennamma Rd, Sharavathi Nagar, Police Chowki, Shivamogga, Karnataka 577201",577201,,Karnataka, Blood Banks,,081822 22412,simsbloodbank@gmail.com,,,,ahmedfca@gmail.com,9480575724,9886003681,,,,,,,,,simsbloodbank@gmail.com
Navodaya Medical College Hospital And Research Centre Blood Bank,"Navodaya Medical College, Mantralayam Rd, Savitri Colony, Anvara, Tuntapura, Raichur, Karnataka 584103",584103,http://www.navodaya.edu.in/,Karnataka, Blood Banks,,085322 23361,,,,,mohit1484@gmail.com,8123174079,,,,,,,,,,
M/S. Sai Aadhar Hospital Blood Bank,"SH 55, Jalibera, Mudhol, Karnataka 587313",587313,,Karnataka, Blood Banks,,083502 82100,saiaadhar2010@gmail.com,aadhar@aadharhealth.com,,,caabhaygarg@gmail.com,9880723163,,,,,,,,,,saiaadhar2010@gmail.com
KMC University Medical Centre Blood Bank,"Kasturba Medical College, Light House Hill Rd, Dongerkery, Mallikatte, Hampankatta, Mangalore, Karnataka 575001",575001,http://www.kmchospitalsmangalore.com/,Karnataka, Blood Banks,,0824 244 4590,info@kmchospitalsmangalore.com,,,,mohit1484@gmail.com,,,,,,,,,,,info@kmchospitalsmangalore.com
Saint Martha- Hospital Blood Bank,"Ward, East Zone North, Cubbonpete, Sampangiram Nagar, Bengaluru, Karnataka 560001",560001,,Karnataka, Blood Banks,,080 4012 8243,smhcon@airtelmail.in,contact-us@aiia.gov.in,hospital-admin@aiia.gov.in,,sachinagarwalcallb@gmail.com,hello@ecosia.org,,,,,,,,,,smhcon@airtelmail.in
Vydehi Institute Of Medical Science Hospital Blood Bank,"Hagadur, Immadihalli, Mahadevapura Zone, Bengaluru, Karnataka 560066",560066,,Karnataka, Blood Banks,,080 2841 0874,principalmedical@vimsmail.com,bloodbank@vimsmail.com,nibin_vuyu@vimsmail.com,,prashantluthra@gmail.com,9845854015,9538318128,9916749060,,,,,,,,principalmedical@vimsmail.com
The District Surgeon - Wenlock District Hospital Blood Bank,"Bunder, Mangalore, Karnataka 575001",575001,,Karnataka, Blood Banks,,0824 241 3205,,,,,ravimohanchugh@gmail.com,9448624730,,,,,,,,,,
B. V. V. Sanghas HSK Hospital Blood Bank,"Gadankeri, Highway, Vidayagiri, Bagalkot, Karnataka 587102",587102,,Karnataka, Blood Banks,,083522 35410,,,,,praveenshah@gmail.com,9448939768,8352235410,,,,,,,,,
K. V. M. Hospital Blood Bank,"Panvel - Kochi - Kanyakumari Hwy, Road, Cherthala, Karnataka 688524",688524,,Karnataka, Blood Banks,,0477 281 2228,kvmtrustchla@gmail.com,info@kvmhospital.com,,,rkosatwal@gmail.com,9147728122,,,,,,,,,,kvmtrustchla@gmail.com
Manjunath Orthopaedic And Trauma Centre Hospital Blood Bank,"Ravindra Nagar, Krishnaraja Pura, Hassan, Karnataka 573201",573201,,Karnataka, Blood Banks,,081722 66124,hassanbloodbank@yahoo.com,,,,efiling.xpert@gmail.com,9448885440,,,,,,,,,,hassanbloodbank@yahoo.com
Dr. B. N. M. Rural Ayurvedic Medical College And Hospital Blood Bank,"Gacchinakatti Colony, Vijayapura, Karnataka 586101",586101,,Karnataka, Blood Banks,,083526 55760,,,,,sanjucs4u@gmail.com,9538912222,,,,,,,,,,
Auro Diagnostic Lab,"Super Market, Hubli, Karnataka 580028",580028,,Karnataka, Blood Banks,,0836 225 3450,info@auroradx.com,,,,mavenmurthy@gmail.com,9861065662,8277729324,,,,,,,,,info@auroradx.com
Woman And Child Hospital Blood Bank,"NH 66, Kunnumpuram, Alappuzha, Karnataka 688012",688012,,Karnataka, Blood Banks,,0477 225 1151,wckozhikode@gmail.com,,,,anmehta.ca@gmail.com,9446049134,,,,,,,,,,wckozhikode@gmail.com
CD Sreenivasamurthy Clinical Laboratory,"232, Sayyaji Rao Rd, Near K R Hospital, Devaraja Mohalla, Yadavagiri, Mysuru, Karnataka 570001",570001,,Karnataka, Blood Banks,,0821 244 2017,drak@snmail.org,,,,mdc.tcr@gmail.com,08212442017,,,,,,,,,,drak@snmail.org
Lifeshare (Blood Donor Search),"3049/17 14th cross siddaverappa badavani, Davanagere, Karnataka 577004",577004,,Karnataka, Blood Banks,,073377 20640,leslie.good@brookfieldpropertiesretail.com,,,,adassociates83@gmail.com,8703936812,,,,,,,,,,leslie.good@brookfieldpropertiesretail.com
St Joseph's Hospital,"Bangalore - Mysore Rd, Bannimantap, Mysuru, Karnataka 570015",570015,,Karnataka, Blood Banks,,0821 400 3900,jane.doe@sjhsyr.org,jane@stjoebreese.com,,,csguntur@gmail.com,,,,,,,,,,,jane.doe@sjhsyr.org
The voice of Blood Donors,"City Tower Rao &Rao circle opp, Service Busstand Rd, Mangalore, Karnataka 575001",575001,https://the-voice-of-blood-donors.business.site/?utm_source=gmb&utm_medium=referral,Karnataka, Blood Banks,,099165 28701,,,,,sbhrigu@gmail.com,,,,,,,,,,,
Unique Blood Bank & Diagnostic Centre,"Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053",560053,,Karnataka, Blood Banks,,080 2670 0685,uniquebb92@gmail.com,bloodbank2009@gmail.com,,,director.signs@gmail.com,,,,,,,,,,,uniquebb92@gmail.com
M/S. Indian Red Cross Society Blood Bank Yadgir,"Yadgir, Karnataka 585202",585202,http://www.redcrosskarnataka.org/,Karnataka, Blood Banks,,084732 50355,ircsyadgir@gmail.com,punjabredcross_16@rediffmail.com,,,caashishjain2009@gmail.com,9814133066,9353743508,,,,,,,,,ircsyadgir@gmail.com
VIKRAM JEEV MYSURU,"# 3041/2, D-34/1, 3041/2A, D-41/A, Vivekananda Road, Yadavagiri, Mysuru, Karnataka 570020",570020,,Karnataka, Blood Banks,,0821 485 1844,,,,,pariknco@gmail.com,+91- 9008489226,9008489229,,,,,,,,,
District Hospital Blood Bank Chitradurga,"Prashanta Nagar, Chitradurga, Karnataka 577501",577501,,Karnataka, Blood Banks,,081942 34710,,,,,sunilshayama@gmail.com,8884491257,+918884491257,+918194234908,,,,,,,,
Jeevadhara Blood Bank,"Bhadravathi, Karnataka 577301",577301,,Karnataka, Blood Banks,,081822 63770,,,,,info.roc7412@gmail.com,9379042563,,,,,,,,,,
District Hospital Blood Bank Haveri,"Aladakatti, Haveri, Karnataka 581110",581110,,Karnataka, Blood Banks,,083752 32222,bbhaveri@gmail.com,dhohaveri-hfws@karnataka.gov.in,dsbagalkote@gmail,,acharyagoel@gmail.com,9448961599,9449843054,9342277697,,,,,,,,bbhaveri@gmail.com
K. C. General Hospital Blood Bank,"Srirampura, Bengaluru, Karnataka 560003",560003,,Karnataka, Blood Banks,,080 2334 3791,hello@ecosia.org,,,,avafirm@gmail.com,8722604100,,,,,,,,,,hello@ecosia.org
District Hospital Blood Bank Chamarajanagar,"Galipur, Chamarajanagar, Karnataka 571313",571313,,Karnataka, Blood Banks,,082262 22067,drhrsujatha@gmail.com,,,,skpat09@gmail.com,9449843165,8226223285,,,,,,,,,drhrsujatha@gmail.com
Radial Diagnostics Pvt. Ltd.,"CA Site #9D, Lions Seva Bhavana, 8th A Cross, 16th A Main Road, Yelahanka Lions Blood Bank near NES Bus Stop, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064",560064,http://www.radialdiagnostics.in/,Karnataka, Blood Banks,,080 2856 1125,,,,,rishiarora.jns@gmail.com,7618799140,7795034679,9986500570,,,,,,,,
Al-Ameen Medical College Hospital Blood Bank,"Navarasapur, Karnataka 586102",586102,http://www.alameenmedical.org/,Karnataka, Blood Banks,,083522 70113,info@alameenmedical.org,,,,cspankajster@gmail.com,,,,,,,,,,,info@alameenmedical.org
NIMHANS Blood Bank,"27, 1st Cross, 1st Block, Someshwara Nagar, Jayanagar, Bengaluru, Karnataka 560029",560029,http://www.nimhans.ac.in/patient-care/blood-bank,Karnataka, Blood Banks,,080 2699 5435,tmcnimhans@gmail.com,,,,srpcskochi@gmail.com,9480685700,,,,,,,,,,tmcnimhans@gmail.com
Sanjeevini Blood Bank,"3rd Cross Rd, Vidyanagar, Tumakuru, Karnataka 572103",572103,,Karnataka, Blood Banks,,098806 07709,sanjeevini_bloodbank@yahoo.com,,,,rrkaundilya.office@gmail.com,,,,,,,,,,,sanjeevini_bloodbank@yahoo.com
Indian Redcross Blood Bank Koppal,"Diwator Nagar, Koppal, Karnataka 583231",583231,,Karnataka, Blood Banks,,085392 25088,proircsksb@gmail.com,ircschhattisgarh@gmail.com,ircs_raipur@rediffmail.com,,asinghca2002@gmail.com,9902535661,9353743508,+919886174034,+918539225088,,,,,,,proircsksb@gmail.com
Allahabad Bank,"Bus Stand Rd, Hosapete, Karnataka 583201",583201,http://www.allahabadbank.com/,Karnataka, Blood Banks,,1800 22 0363,,,,,amit511766@gmail.com,,,,,,,,,,,
blood bank kumta,Karnataka 582103,582103,,Karnataka, Blood Banks,,083862 21851,uk.uttarakannada.bb@gmail.com,,,,gulshan.dhiraj@gmail.com,918386221851,9901369298,,,,,,,,,uk.uttarakannada.bb@gmail.com
Bank Of Baroda,"Station Rd, Hosapete, Karnataka 583201",583201,http://www.bankofbaroda.com/,Karnataka, Blood Banks,,1800 258 4455,customerservice.ho@bankofbaroda.com,digitalbanking.bcc@bankofbaroda.com,fic.bcc@bankofbaroda.com,,rbksurat@gmail.com,barodaconnect@bankofbaroda.com,,,,,,,,,,customerservice.ho@bankofbaroda.com
"Indian Red Cross Society, Karnataka State Branch","26, Race Course Rd, Madhava Nagar, Gandhi Nagar, Bengaluru, Karnataka 560001",560001,http://redcrosskarnataka.org/,Karnataka, Blood Banks,,080 2226 8435,yrckar@gmail.com,ircsanbranch@gmail.com,9902859859-ircskarnataka@yahoo.in,,deepaktiwari20@gmail.com,9902859859,,,,,,,,,,yrckar@gmail.com
ICICI Bank Hospet - Branch & ATM,"Ground Floor, Rajapur Skies, College Rd, Hosapete, Karnataka 583201",583201,,Karnataka, Blood Banks,,1860 120 7777,corporate.communications@icicibank.com,,,,bansalandco123@gmail.com,8002003344,,,,,,,,,,corporate.communications@icicibank.com
Vijaya Bank,"Tanga Koot, Gadag, Karnataka 582101",582101,,Karnataka, Blood Banks,,1800 425 5885,cardsupport@vijayabank.co.in,customercomfortcell@vijayabank.co.in,nricustomercell@vijayabank.co.in,,hbkalaria.roc@gmail.com,8004255885,debitccc@vijayabank.co.in,,,,,,,,,cardsupport@vijayabank.co.in
Kotak Mahindra Bank,"52, Ground Floor, Station Road, Hosapete, 583201",583201,http://www.kotak.com/,Karnataka, Blood Banks,,1860 266 2666,ustomerfirst@kotak.com,privileged@kotak.com,itsecurity.bank@kotak.com,,iandskollam@gmail.com,8557684020,8004499000,8001013054,service.securities@kotak.com,care@kotak.com,,,,,,ustomerfirst@kotak.com
Jeevadhaara Voluntary Blood Bank,"9-4-269-275, 2nd Floor, Above Saluja Hospital, Opposite Railway Station, Behind Swathi tiffin center, Regimental Bazar, Secunderabad, Telangana 500025",9-4-26,http://www.jeevadhaarabloodbank.org/,Karnataka, Blood Banks,,040 2770 7088,jeevadharabloodbank@gmail.com,,,,l.d.reddy@gmail.com,9379042563,,,,,,,,,,jeevadharabloodbank@gmail.com
INDIAN RED CROSS SOCIETY,"Deputy Commissioner's Office, behind mangalore, 10, 12th B Main Rd, Rajajinagar, Bengaluru, Karnataka 560023",560023,http://www.indianredcross.org/,Karnataka, Blood Banks,,0824 242 3755,helpdeskredcross@gmail.com,,,,msmdu2013@gmail.com,9319982104,9319982105,,,,,,,,,helpdeskredcross@gmail.com
Dr Karigoudar Diagnostic Laboratory,"Taj Bawadi Rd, Godbole Mala, Vijayapura, Karnataka 586101",586101,http://drkdl.com/,Karnataka, Blood Banks,,098808 83604,drkarigoudarlab@gmail.com,,,,doshi.maru@gmail.com,9880883604,9341610024,8282227072,7102346963,,,,,,,drkarigoudarlab@gmail.com
Hospet Clinical Laboratory,"Station Rd, Near Indian Bank, Patel Nagar, Hosapete, Karnataka 583201",583201,,Karnataka, Blood Banks,,083942 24064,nhlnarayanacovidreports@gmail.com,,,,josethomasca@gmail.com,9663017531,,,,,,,,,,nhlnarayanacovidreports@gmail.com
Sankalp India Foundation - Blood Helpline,"#630, DHI Innovation Park, Bannerghatta Main Rd, near Honeywell, Arekere, Bengaluru, Karnataka 560076",560076,http://www.sankalpindia.net/,Karnataka, Blood Banks,,094800 44444,contact@sankalpindia.net,sankalp.admin@gmail.com,,,sadashivshet@gmail.com,+91-9480044444,,,,,,,,,,contact@sankalpindia.net
McGANN Teaching Dist. Hospital,"Mission Compound, Shivamogga, Karnataka 577201",577201,http://www.sims-shimoga.com/,Karnataka, Blood Banks,,081822 71566,hello@ecosia.org,,,,mjpassociates@gmail.com,,,,,,,,,,,hello@ecosia.org
Dr. Lal PathLabs,"Rythm Square, 94, Neeladri Main Road, Neeladri Nagar Doddathogur, Electronic City, Bengaluru, Karnataka 560100",560100,https://www.lalpathlabs.com/karnataka/bengaluru/electronic-city,Karnataka, Blood Banks,,080 3988 5050,,,,,skpat09@gmail.com,,,,,,,,,,,
Vijayashree Diagnostics,"589, 3rd Floor, V P Chambers, Near Koramangala Water Tank, 1st Cross, 3rd Block, Koramangala, Bengaluru, Karnataka 560034",560034,,Karnataka, Blood Banks,,080 2563 5450,,,,,rhsethia@gmail.com,9273639867,+918025523333,,,,,,,,,
Gadag Institute of Medical Sciences,"SH 6, Malasamudra, Karnataka 582103",582103,https://karunadu.karnataka.gov.in/gimsgadag/Pages/home.aspx/conc,Karnataka, Blood Banks,,083722 97214,gimsgadag@gmail.com,principalgimsgadag@gmail.com,,,cakiranasri2009@gmail.com,9448160742,8372297274,,,,,,,,,gimsgadag@gmail.com
Medall Clumax Diagnostics,"Curie Diagnostics, First Floor, Next To Angel Broking Ventre, Belamkar Centre, Club Road, opp. Kotak Mahindra Bank, Hubli, Karnataka 580029",580029,http://www.medall.in/,Karnataka, Blood Banks,,072592 92100,manasranjan.r@medall.in,info@medall.in,customercare@medall.in,,srinivasthaneeru@gmail.com,corporatewellness@medall.in,info@medall.i,,,,,,,,,manasranjan.r@medall.in
NIMHANS Hospital,"Lakkasandra, Hombegowda Nagar, Bengaluru, Karnataka 560029",560029,http://nimhans.ac.in/contact-us/,Karnataka, Blood Banks,,080 2699 5000,sbm@nimhans.ac.in,sureshbm@gmail.com,nimhans@gmail.com,,deepaktiwari20@gmail.com,ms@nimhans.ac.in,admissions@nimhans.ac.in,telemedicine.nimhans@gmail.com,jram@nimhans.kar.nic.in,vc@nimhans.kar.nic.in,veenasatyanarayana@nimhansstreemanoraksha.in,wcdcounselling@gmail.com,nimhans.wellbeing@gm,,,sbm@nimhans.ac.in
Nmr Scan Centre,"Club Rd, near Court Circle, Deshpande Nagar, Hubli, Karnataka 580020",580020,http://nmrscancentre.com/,Karnataka, Blood Banks,,0836 222 8344,nmrscan_center@gmail.com,veenakbelvi@gmail.com,anshu.0201@gmail.com,,officeno20@gmail.com,9619775959,9167722172,,,,,,,,,nmrscan_center@gmail.com
Dr Kaushik BPN,"Ground floor GT Plaza 1st link Road, near Gopi Blood Bank, Parvathi Nagar, Ballari, Karnataka 583103",583103,,Karnataka, Blood Banks,,088842 50666,,,,,casantoshgupta@gmail.com,918884250666,,,,,,,,,,
L.V. Clinical Laboratory,"2nd Main Rd, Vinobha Nagar, Davanagere, Karnataka 577006",577006,,Karnataka, Blood Banks,,099861 35815,drvishalhmodi@gmail.com,juri.kalita@ayursundra.in,rkmksingh@gmail.com,,langaliaatul@gmail.com,8974025306,ffice@cms.hhs.gov,pbhmedlabs@health.nv.gov,mnumbere@stlcc.edu,,,,,,,drvishalhmodi@gmail.com
SRL Diagnostics,"Shrinidhi Gurji Centre, Mannagudda Rd, Mangalore, Karnataka 575003",575003,https://www.srlworld.com/,Karnataka, Blood Banks,,1800 22 2000,,,,,mail12manish@gmail.com,,,,,,,,,,,
Jeeva Sanjeevani Ayurveda Foundation,"2nd floor,S.v.Complex,S M Road ,near Ayyappa Temple, above icici bank, Bengaluru, Karnataka 560015",560015,http://www.jsaf.in/,Karnataka, Blood Banks,,092063 80092,,,,,csdoshiac@gmail.com,,,,,,,,,,,
Wenlock District Hospital,"Hampankatta, Mangalore, Karnataka 575001",575001,,Karnataka, Blood Banks,,0824 241 3208,dsdkannada1@gmail.com,dsdkannada@gmail.com,,,csguntur@gmail.com,+918242425038,,,,,,,,,,dsdkannada1@gmail.com
LifeCell International Pvt. Ltd,"657, 2nd Floor, Above KTM Kawasaki Showroom, Binnamangala Nagar, 100 Feet Rd, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",560038,http://www.lifecell.in/,Karnataka, Blood Banks,,080 4152 1019,porto@gmail.com,porto@portotemplate.com,contactus@lifecell,,kapoorgarg.cs@gmail.com,last_initial@lifecell.in,mahesh.d@lifecell.in,doe-j@lifecell.in,,,,,,,,porto@gmail.com
R L Jalappa Hospital & Research Centre,"Tamaka, Karnataka 563103",563103,,Karnataka, Blood Banks,,081522 43003,daspathology@gmail.com,info.rljk@narayanahealth.org,,,shahteelani@gmail.com,8152243003,,,,,,,,,,daspathology@gmail.com
Vinayaka Nagar,"Sri Ganesh Darshani, Sukhin Family Restaurant, MORE",,,Karnataka, Blood Banks,,Sri Ganesh Darshani,customercare@unionbankofindia.com,contactus@avit.ac.in,info@vimanic.com,,sreekrishnakumarfcs@gmail.com,sbi.11986@sbi.co.in,bo7833@pnb.co.in,,,,,,,,,customercare@unionbankofindia.com
Karnataka Institute of Medical Sciences,"PB Rd, Vidya Nagar, Hubli, Karnataka 580022",580022,http://www.kimshubballi.org/,Karnataka, Blood Banks,,0836 237 0057,directorkimshubli@gmail.com,caokimshubli2015@gmail.com,fakimshubli@gmail.com,,parclients@gmail.com,principalkimshubli@gmail.com,principal@kimshubli.org,vinaya.kims@yahoo.in,universityhims@gmail.com,,,,,,,directorkimshubli@gmail.com
Kidwai Memorial Institute of Oncology,"Dr M H, Marigowda Rd, Hombegowda Nagar, Bengaluru, Karnataka 560029",560029,http://www.kmio.org/admin_index_1.html,Karnataka, Blood Banks,,080 2656 0703,kidwai@nic.in,kmio_academic@yahoo,,,vmehtaco@gmail.com,,,,,,,,,,,kidwai@nic.in
Raichur Institute of Medical Sciences,"Rajendra Gunj, Raichur, Karnataka 584102",584102,http://www.rims-raichur.com/,Karnataka, Blood Banks,,085322 38488,helpline@antiragging.in,info@rims-raichur.com,,,consultaxindia07@gmail.com,,,,,,,,,,,helpline@antiragging.in
Vydehi Institute of Medical Sciences & Research Centre,"82, Vijayanagar, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",560066,,Karnataka, Blood Banks,,Bengaluru,chairperson@vimsmail.com,principalmedical@vimsmail.com,info@vimsmail.com,,krishnamurthyhn@gmail.com,,,,,,,,,,,chairperson@vimsmail.com
MVJ Medical College and Research Hospital,"Dandupalya, National Highway 4, 30th Km Milestone Kolathur P.O, Hoskote, Karnataka 562114",562114,http://www.mvjmc.edu.in/,Karnataka, Blood Banks,,080 2806 0200,principal@mvjmc.edu.in,registrar@mvjmc.edu.in,ceo@mvjmc.edu.in,,corocfiling@gmail.com,cao@mvjmc.edu.in,chairman@mvjmc.edu.in,ms@mvjmc.edu.in,,,,,,,,principal@mvjmc.edu.in
Honnur,"Dandupalya, National Highway 4, 30th Km Milestone Kolathur P.O, Hoskote, Karnataka 562114",562114,http://www.mvjmc.edu.in/,Karnataka, Blood Banks,,080 2806 0200,honnur.swmay.001@gmail.com,,,,vinayjainparas@gmail.com,,,,,,,,,,,honnur.swmay.001@gmail.com
Belagalapeth,"Dandupalya, National Highway 4, 30th Km Milestone Kolathur P.O, Hoskote, Karnataka 562114",562114,http://www.mvjmc.edu.in/,Karnataka, Blood Banks,,080 2806 0200,,,,,sudhiraryaassociates@gmail.com,9449072027,,,,,,,,,,
Mohammed Roti & Kapda Bank,"KBN College Rd, Noor Bagh, Gulbarga, Karnataka 585104",585104,,Karnataka,Organ Banks,,081234 84101,rskairaassociates@gmail.com,debaroti.2jana@gmail,,,gdaroc123@gmail.com,8115572966,,,,,,,,,,rskairaassociates@gmail.com
JPMorgan Chase & Co.,"Prestige Tech Park Marathahalli - Sarjapur Outer Ring Road, Hobli, Kadubeesanahalli, Varthur, Bengaluru, Karnataka 560087",560087,https://www.jpmorgan.com/country/IN/en/jpmorgan,Karnataka,Organ Banks,,080667 60000,nodal.officer@jpmorgan.com,cpd.india@jpmorgan.com,customerservice.india@jpmorgan.com,,arungangwal@gmail.com,bomumbai@rbi.org.in,,,,,,,,,,nodal.officer@jpmorgan.com
Morgan Stanley,"Campus 8B, Sarjapur - Marathalli Outer Ring Road, Varthur Hobli, RMZ Ecoworld, Bengaluru, Karnataka 560103",560103,http://www.morganstanley.com/,Karnataka,Organ Banks,,080 6104 1000,prospectus@morganstanley.com,mediainquiries@morganstanley.com,nfo@morganstanley.com,,clientsinfo@gmail.com,jane.doe@morganstanley.com,john.smith@morganstanley.com,doe@morganstanley.com,doe.john@morganstanley.com,mscampusrecruiting@morganstanley.com,graduaterecruitmenteurope@morganstanley.com,,,,,prospectus@morganstanley.com
Zonal Coordination Committee of Karnataka,"Near OPD, NIMHANS, Hosur Main Road, Bengaluru, Karnataka 560029",560029,,Karnataka,Organ Banks,,098450 06768,spastn@md2.vsnl.net.in,drm@sbc.railnet.gov.in,rghck.kar@nic.in,,avinashutgikar@gmail.com,09884031550,,,,,,,,,,spastn@md2.vsnl.net.in
S.G.M. Charitable Eye Hospital & Eye Bank,"Gokul Rd, Priyadarshini Colony, Chaitanya Nagar, Rajendra Nagar, Hubli, Karnataka 580030",580030,https://www.mmjoshieyeinstitute.com/eye-bank/,Karnataka,Organ Banks,,077609 69671,sgmeyebankhubli@gmail.com,info@mmjoshieyeinstitute.com,,,vipul82jain@gmail.com,,,,,,,,,,,sgmeyebankhubli@gmail.com
NU Hospitals (West),"# 4/1, West of Chord Road, Near to ISKCON, Rajajinagar, Bengaluru, Karnataka 560010",560010,https://www.nuhospitals.com/,Karnataka,Organ Banks,,080 4669 9999,care@nuhospitals.com,fo.shivamogga@nuhospitals.com,km@nuhospitals.com,,cavysarma@gmail.com,igmh@nuhospitals.com,,,,,,,,,,care@nuhospitals.com
NIMHANS Brain Museum,"Hosur Main Road, Sattar Layout, Lakkasandra, Laljinagar, Wilson Garden, Bengaluru, Karnataka 560029",560029,http://www.nimhans.ac.in/neuropathology/brain-museum,Karnataka,Organ Banks,,080 2656 3357,nimhansbrainmuseum@gmail.com,neuropathology2008@gmail.com,,,roccompanies2013@gmail.com,,,,,,,,,,,nimhansbrainmuseum@gmail.com
Bangalore Medical Services Trust,"New Thippasandra Main Road, HAL 3rd Stage, New Thippasandra, beside Thippasandra Post Office, Bengaluru, Karnataka 560075",560075,http://www.bmstindia.org/,Karnataka,Organ Banks,,080 2528 7903,bbmo@bmstindia.org,ankit@bmstindia.org,jane-d@bmstindia.org,,pkcarticles@gmail.com,doejane@bmstindia.org,,,,,,,,,,bbmo@bmstindia.org
IQ4I Research & Consultancy Pvt Ltd,"No 41/P4, 1st Floor, 3rd Main Road KIADB Industrial Area, 1st Stage, Peenya, Bengaluru, Karnataka 560058",560058,http://www.iq4i.com/,Karnataka,Organ Banks,,081470 30229,rahityagi71@gmail.com,bd@iq4i.com,,,legalcompliances@gmail.com,8147030229,91-8147030229,,,,,,,,,rahityagi71@gmail.com
